"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 13, 2021","4,401.31","4,464.00","4,485.97","4,381.15","-","-1.40%"
"Sep 10, 2021","4,464.00","4,407.24","4,481.56","4,406.64","-","1.29%"
"Sep 09, 2021","4,407.24","4,378.14","4,413.71","4,309.82","-","0.66%"
"Sep 08, 2021","4,378.14","4,432.98","4,432.98","4,346.74","-","-1.24%"
"Sep 07, 2021","4,432.98","4,456.20","4,468.27","4,409.62","-","-0.52%"
"Sep 06, 2021","4,456.20","4,463.55","4,470.69","4,438.42","-","-0.16%"
"Sep 03, 2021","4,463.55","4,437.44","4,464.30","4,414.23","-","0.59%"
"Sep 02, 2021","4,437.44","4,450.95","4,471.43","4,422.46","-","-0.30%"
"Sep 01, 2021","4,450.95","4,491.57","4,491.57","4,442.22","-","-0.90%"
"Aug 31, 2021","4,491.57","4,506.53","4,506.53","4,472.75","-","-0.33%"
"Aug 30, 2021","4,506.53","4,459.22","4,510.77","4,459.22","-","1.06%"
"Aug 27, 2021","4,459.22","4,443.81","4,482.59","4,440.27","-","0.35%"
"Aug 26, 2021","4,443.81","4,437.93","4,463.05","4,423.13","-","0.13%"
"Aug 25, 2021","4,437.93","4,369.43","4,438.14","4,358.28","-","1.57%"
"Aug 24, 2021","4,369.43","4,392.75","4,403.56","4,345.48","-","-0.53%"
"Aug 23, 2021","4,392.75","4,347.49","4,399.86","4,347.49","-","1.04%"
"Aug 20, 2021","4,347.49","4,310.51","4,356.57","4,305.53","-","0.86%"
"Aug 19, 2021","4,310.51","4,341.58","4,341.58","4,290.63","-","-0.72%"
"Aug 18, 2021","4,341.58","4,320.58","4,346.94","4,303.66","-","0.49%"
"Aug 17, 2021","4,320.58","4,329.41","4,333.86","4,271.64","-","-0.20%"
"Aug 16, 2021","4,329.41","4,401.94","4,401.94","4,320.87","-","-1.65%"
"Aug 13, 2021","4,401.94","4,374.75","4,432.07","4,374.75","-","0.62%"
"Aug 12, 2021","4,374.75","4,368.00","4,381.35","4,329.59","-","0.09%"
"Aug 11, 2021","4,370.90","4,345.42","4,391.06","4,328.64","-","0.59%"
"Aug 10, 2021","4,345.42","4,243.71","4,363.34","4,243.71","-","2.40%"
"Aug 09, 2021","4,243.71","4,282.48","4,305.79","4,238.69","-","-0.91%"
"Aug 06, 2021","4,282.48","4,240.54","4,285.86","4,238.53","-","0.99%"
"Aug 05, 2021","4,240.54","4,211.48","4,254.42","4,207.71","-","0.69%"
"Aug 04, 2021","4,211.48","4,207.03","4,214.05","4,178.07","-","0.11%"
"Aug 03, 2021","4,207.03","4,211.70","4,221.58","4,172.52","-","-0.11%"
"Aug 02, 2021","4,211.70","4,252.04","4,277.41","4,190.19","-","-0.95%"
"Jul 30, 2021","4,252.04","4,253.91","4,289.30","4,211.72","-","-0.04%"
"Jul 29, 2021","4,253.91","4,172.18","4,259.00","4,171.34","-","1.96%"
"Jul 28, 2021","4,172.18","4,147.04","4,174.02","4,143.24","-","0.61%"
"Jul 27, 2021","4,147.04","4,146.71","4,150.92","4,113.60","-","0.01%"
"Jul 26, 2021","4,146.71","4,187.49","4,214.37","4,146.37","-","-0.97%"
"Jul 23, 2021","4,187.49","4,288.05","4,288.05","4,175.33","-","-2.35%"
"Jul 22, 2021","4,288.05","4,274.26","4,303.23","4,248.73","-","0.32%"
"Jul 21, 2021","4,274.26","4,292.01","4,343.40","4,273.81","-","-0.41%"
"Jul 20, 2021","4,292.01","4,232.33","4,314.20","4,232.33","-","1.41%"
"Jul 19, 2021","4,232.33","4,153.03","4,233.09","4,150.21","-","1.91%"
"Jul 15, 2021","4,153.03","4,158.36","4,163.48","4,144.60","-","-0.13%"
"Jul 14, 2021","4,158.36","4,198.73","4,205.54","4,148.92","-","-0.96%"
"Jul 13, 2021","4,198.73","4,243.21","4,246.05","4,179.05","-","-1.05%"
"Jul 12, 2021","4,243.21","4,247.83","4,281.71","4,205.23","-","-0.11%"
"Jul 09, 2021","4,247.83","4,188.16","4,255.48","4,184.75","-","1.42%"
"Jul 08, 2021","4,188.16","4,206.43","4,206.43","4,135.94","-","-0.43%"
"Jul 07, 2021","4,206.43","4,165.81","4,206.54","4,164.47","-","0.98%"
"Jul 06, 2021","4,165.81","4,287.54","4,302.10","4,164.56","-","-2.84%"
"Jul 05, 2021","4,287.54","4,314.81","4,318.91","4,259.71","-","-0.63%"
"Jul 02, 2021","4,314.81","4,345.51","4,353.08","4,311.27","-","-0.71%"
"Jul 01, 2021","4,345.51","4,331.33","4,371.54","4,331.33","-","0.33%"
"Jun 30, 2021","4,331.33","4,323.69","4,348.81","4,294.77","-","0.18%"
"Jun 29, 2021","4,323.69","4,349.51","4,367.00","4,277.08","-","-0.59%"
"Jun 25, 2021","4,349.51","4,421.23","4,443.90","4,346.35","-","-1.62%"
"Jun 24, 2021","4,421.23","4,370.24","4,422.37","4,369.71","-","1.17%"
"Jun 23, 2021","4,370.24","4,371.93","4,427.25","4,368.01","-","-0.04%"
"Jun 22, 2021","4,371.93","4,294.39","4,384.79","4,294.39","-","1.81%"
"Jun 18, 2021","4,294.39","4,330.26","4,334.27","4,283.14","-","-0.83%"
"Jun 17, 2021","4,330.26","4,356.51","4,362.58","4,316.09","-","-0.60%"
"Jun 16, 2021","4,356.51","4,361.62","4,399.68","4,337.07","-","-0.12%"
"Jun 15, 2021","4,361.62","4,344.91","4,386.69","4,292.87","-","0.38%"
"Jun 14, 2021","4,344.91","4,310.64","4,369.16","4,310.64","-","0.80%"
"Jun 11, 2021","4,310.64","4,260.22","4,319.70","4,260.22","-","1.18%"
"Jun 10, 2021","4,260.22","4,268.36","4,303.97","4,253.99","-","-0.19%"
"Jun 09, 2021","4,268.36","4,172.34","4,268.54","4,169.22","-","2.30%"
"Jun 08, 2021","4,172.34","4,131.38","4,197.78","4,131.38","-","0.99%"
"Jun 07, 2021","4,131.38","4,225.88","4,249.17","4,131.38","-","-2.24%"
"Jun 04, 2021","4,225.88","4,226.90","4,229.74","4,176.61","-","-0.02%"
"Jun 03, 2021","4,226.90","4,393.97","4,401.91","4,194.08","-","-3.80%"
"Jun 02, 2021","4,393.97","4,396.10","4,408.63","4,358.43","-","-0.05%"
"Jun 01, 2021","4,396.10","4,356.43","4,400.20","4,347.26","-","0.91%"
"May 31, 2021","4,356.43","4,258.75","4,356.84","4,258.75","-","2.29%"
"May 28, 2021","4,258.75","4,160.26","4,282.66","4,160.26","-","2.37%"
"May 27, 2021","4,160.26","4,119.06","4,206.64","4,119.06","-","1.00%"
"May 26, 2021","4,119.06","4,091.05","4,119.07","4,076.07","-","0.68%"
"May 25, 2021","4,091.05","4,115.37","4,173.73","4,069.09","-","-0.59%"
"May 24, 2021","4,115.37","4,079.99","4,135.69","4,079.99","-","0.87%"
"May 20, 2021","4,079.99","4,030.39","4,094.31","4,003.99","-","1.23%"
"May 19, 2021","4,030.39","4,143.96","4,143.96","4,016.06","-","-2.74%"
"May 18, 2021","4,143.96","4,147.86","4,248.04","4,080.97","-","-0.09%"
"May 17, 2021","4,147.86","4,574.69","4,574.69","4,125.18","-","-9.33%"
"May 14, 2021","4,574.69","4,443.64","4,576.82","4,443.64","-","2.95%"
"May 13, 2021","4,443.64","4,485.58","4,534.00","4,443.64","-","-0.93%"
"May 12, 2021","4,485.58","4,540.80","4,540.80","4,485.58","-","-1.22%"
"May 11, 2021","4,540.80","4,594.60","4,594.60","4,511.25","-","-1.17%"
"May 10, 2021","4,594.60","4,618.80","4,660.01","4,582.97","-","-0.52%"
"May 07, 2021","4,618.80","4,630.72","4,675.23","4,611.98","-","-0.26%"
"May 06, 2021","4,630.72","4,704.25","4,730.68","4,616.13","-","-1.56%"
"May 05, 2021","4,704.25","4,648.82","4,722.17","4,648.82","-","1.19%"
"May 04, 2021","4,648.82","4,589.24","4,649.19","4,589.24","-","1.30%"
"May 03, 2021","4,589.24","4,472.84","4,590.98","4,472.84","-","2.60%"
"Apr 30, 2021","4,472.84","4,542.54","4,565.98","4,472.84","-","-1.53%"
"Apr 29, 2021","4,542.54","4,586.27","4,670.71","4,529.55","-","-0.95%"
"Apr 28, 2021","4,586.27","4,748.52","4,773.81","4,577.21","-","-3.42%"
"Apr 27, 2021","4,748.52","4,864.86","4,875.69","4,747.07","-","-2.39%"
"Apr 26, 2021","4,864.86","4,839.14","4,906.32","4,839.14","-","0.53%"
"Apr 23, 2021","4,839.14","4,843.82","4,890.49","4,814.49","-","-0.10%"
"Apr 22, 2021","4,843.82","4,932.18","4,937.66","4,808.19","-","-1.79%"
"Apr 21, 2021","4,932.18","4,975.80","4,980.40","4,930.87","-","-0.88%"
"Apr 20, 2021","4,975.80","4,970.29","4,975.80","4,916.41","-","0.11%"
"Apr 19, 2021","4,970.29","4,988.17","5,005.97","4,960.35","-","-0.36%"
"Apr 16, 2021","4,988.17","4,942.16","4,998.56","4,942.16","-","0.93%"
"Apr 15, 2021","4,942.16","4,927.08","4,942.41","4,896.00","-","0.31%"
"Apr 14, 2021","4,927.08","4,901.91","4,927.64","4,885.45","-","0.51%"
"Apr 13, 2021","4,901.91","4,950.06","4,953.09","4,893.09","-","-0.97%"
"Apr 12, 2021","4,950.06","4,958.04","4,959.19","4,921.95","-","-0.16%"
"Apr 09, 2021","4,958.04","4,910.19","4,958.16","4,904.36","-","0.97%"
"Apr 08, 2021","4,910.19","4,859.07","4,910.33","4,857.11","-","1.05%"
"Apr 07, 2021","4,859.07","4,860.65","4,860.65","4,833.21","-","-0.03%"
"Apr 06, 2021","4,860.65","4,871.17","4,873.56","4,857.88","-","-0.22%"
"Apr 05, 2021","4,871.17","4,885.26","4,897.40","4,859.74","-","-0.29%"
"Apr 01, 2021","4,885.26","4,898.09","4,921.70","4,843.50","-","-0.26%"
"Mar 31, 2021","4,898.09","4,928.15","4,958.43","4,894.67","-","-0.61%"
"Mar 30, 2021","4,928.15","4,916.69","4,936.04","4,875.48","-","0.23%"
"Mar 29, 2021","4,916.69","4,854.42","4,950.28","4,854.42","-","1.28%"
"Mar 26, 2021","4,854.42","4,767.79","4,860.45","4,767.79","-","1.82%"
"Mar 25, 2021","4,767.79","4,842.26","4,846.75","4,737.73","-","-1.54%"
"Mar 24, 2021","4,842.26","4,802.90","4,862.74","4,789.84","-","0.82%"
"Mar 23, 2021","4,802.90","4,831.62","4,831.62","4,796.37","-","-0.59%"
"Mar 22, 2021","4,831.62","4,854.92","4,867.38","4,806.22","-","-0.48%"
"Mar 19, 2021","4,854.92","4,878.67","4,878.97","4,819.35","-","-0.49%"
"Mar 18, 2021","4,878.67","4,909.40","4,920.02","4,866.47","-","-0.63%"
"Mar 17, 2021","4,909.40","4,905.05","4,917.27","4,870.78","-","0.09%"
"Mar 16, 2021","4,905.05","4,913.78","4,929.24","4,877.03","-","-0.18%"
"Mar 15, 2021","4,913.78","4,893.23","4,929.77","4,890.37","-","0.42%"
"Mar 12, 2021","4,893.23","4,881.10","4,894.25","4,831.35","-","0.25%"
"Mar 11, 2021","4,881.10","4,888.55","4,931.89","4,850.20","-","-0.15%"
"Mar 10, 2021","4,888.55","4,838.18","4,892.06","4,821.44","-","1.04%"
"Mar 09, 2021","4,838.18","4,712.95","4,846.74","4,709.04","-","2.66%"
"Mar 08, 2021","4,712.95","4,713.73","4,715.65","4,676.50","-","-0.02%"
"Mar 05, 2021","4,713.73","4,700.57","4,749.35","4,655.50","-","0.28%"
"Mar 04, 2021","4,700.57","4,787.45","4,789.09","4,700.57","-","-1.81%"
"Mar 03, 2021","4,787.45","4,720.09","4,799.02","4,710.22","-","1.43%"
"Mar 02, 2021","4,720.09","4,637.54","4,749.76","4,634.05","-","1.78%"
"Mar 01, 2021","4,637.54","4,573.37","4,640.59","4,573.37","-","1.40%"
"Feb 26, 2021","4,573.37","4,574.43","4,596.93","4,551.20","-","-0.02%"
"Feb 25, 2021","4,574.43","4,576.41","4,608.32","4,568.00","-","-0.04%"
"Feb 24, 2021","4,576.41","4,489.21","4,594.17","4,489.21","-","1.94%"
"Feb 23, 2021","4,489.21","4,569.34","4,569.34","4,482.75","-","-1.75%"
"Feb 22, 2021","4,569.34","4,623.74","4,623.74","4,551.61","-","-1.18%"
"Feb 19, 2021","4,623.74","4,518.64","4,623.86","4,517.95","-","2.33%"
"Feb 18, 2021","4,518.64","4,559.20","4,559.65","4,496.05","-","-0.89%"
"Feb 17, 2021","4,559.20","4,653.07","4,655.73","4,553.02","-","-2.02%"
"Feb 16, 2021","4,653.07","4,620.12","4,679.38","4,620.12","-","0.71%"
"Feb 15, 2021","4,620.12","4,599.09","4,625.34","4,579.58","-","0.46%"
"Feb 12, 2021","4,599.09","4,548.20","4,599.71","4,531.61","-","1.12%"
