"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 14, 2021","20,875.81","21,081.02","21,112.13","20,827.36","-","-0.97%"
"Jul 13, 2021","21,081.02","21,288.69","21,301.12","20,989.27","-","-0.98%"
"Jul 12, 2021","21,288.69","21,325.90","21,484.85","21,138.87","-","-0.17%"
"Jul 09, 2021","21,325.90","21,034.08","21,376.36","21,019.13","-","1.39%"
"Jul 08, 2021","21,034.08","21,127.11","21,127.11","20,822.99","-","-0.44%"
"Jul 07, 2021","21,127.11","20,949.66","21,127.11","20,941.78","-","0.85%"
"Jul 06, 2021","20,949.66","21,534.27","21,601.23","20,940.78","-","-2.71%"
"Jul 05, 2021","21,534.27","21,662.01","21,676.11","21,414.54","-","-0.59%"
"Jul 02, 2021","21,662.01","21,796.92","21,830.11","21,649.41","-","-0.62%"
"Jul 01, 2021","21,796.92","21,730.50","21,920.95","21,730.50","-","0.31%"
"Jun 30, 2021","21,730.50","21,692.52","21,796.79","21,564.36","-","0.18%"
"Jun 29, 2021","21,692.52","21,845.32","21,921.92","21,497.41","-","-0.70%"
"Jun 25, 2021","21,845.32","22,180.83","22,286.50","21,823.29","-","-1.51%"
"Jun 24, 2021","22,180.83","21,935.66","22,197.05","21,933.34","-","1.12%"
"Jun 23, 2021","21,935.66","21,931.46","22,200.73","21,923.97","-","0.02%"
"Jun 22, 2021","21,931.46","21,562.97","21,984.51","21,562.97","-","1.71%"
"Jun 18, 2021","21,562.97","21,740.33","21,757.51","21,509.85","-","-0.82%"
"Jun 17, 2021","21,740.33","21,881.97","21,908.55","21,691.70","-","-0.65%"
"Jun 16, 2021","21,881.97","21,905.34","22,069.99","21,794.67","-","-0.11%"
"Jun 15, 2021","21,905.34","21,829.16","22,016.63","21,592.21","-","0.35%"
"Jun 14, 2021","21,829.16","21,660.12","21,928.77","21,660.12","-","0.78%"
"Jun 11, 2021","21,660.12","21,439.37","21,692.58","21,439.37","-","1.03%"
"Jun 10, 2021","21,439.37","21,464.34","21,629.48","21,404.44","-","-0.12%"
"Jun 09, 2021","21,464.34","21,048.78","21,465.11","21,038.51","-","1.97%"
"Jun 08, 2021","21,048.78","20,855.34","21,156.29","20,855.34","-","0.93%"
"Jun 07, 2021","20,855.34","21,281.70","21,397.38","20,854.55","-","-2.00%"
"Jun 04, 2021","21,281.70","21,310.67","21,322.54","21,076.92","-","-0.14%"
"Jun 03, 2021","21,310.67","22,119.22","22,153.99","21,174.86","-","-3.66%"
"Jun 02, 2021","22,119.22","22,121.30","22,192.59","21,969.87","-","-0.01%"
"Jun 01, 2021","22,121.30","21,911.02","22,136.44","21,892.69","-","0.96%"
"May 31, 2021","21,911.02","21,433.57","21,920.35","21,433.57","-","2.23%"
"May 28, 2021","21,433.57","20,959.59","21,549.14","20,959.59","-","2.26%"
"May 27, 2021","20,959.59","20,747.09","21,151.04","20,747.09","-","1.02%"
"May 26, 2021","20,747.09","20,624.79","20,747.09","20,551.99","-","0.59%"
"May 25, 2021","20,624.79","20,741.60","21,000.73","20,535.12","-","-0.56%"
"May 24, 2021","20,741.60","20,593.94","20,842.16","20,593.94","-","0.72%"
"May 20, 2021","20,593.94","20,403.94","20,688.20","20,250.05","-","0.93%"
"May 19, 2021","20,403.94","20,966.34","20,966.34","20,323.86","-","-2.68%"
"May 18, 2021","20,966.34","21,001.47","21,461.40","20,685.41","-","-0.17%"
"May 17, 2021","21,001.47","23,054.59","23,054.59","20,978.63","-","-8.91%"
"May 14, 2021","23,054.59","22,451.02","23,073.75","22,451.02","-","2.69%"
"May 13, 2021","22,451.02","22,633.52","22,851.57","22,440.49","-","-0.81%"
"May 12, 2021","22,633.52","22,906.49","22,906.71","22,631.98","-","-1.19%"
"May 11, 2021","22,906.49","23,179.41","23,179.41","22,769.87","-","-1.18%"
"May 10, 2021","23,179.41","23,293.92","23,487.13","23,136.27","-","-0.49%"
"May 07, 2021","23,293.92","23,356.29","23,541.59","23,267.16","-","-0.27%"
"May 06, 2021","23,356.29","23,707.87","23,831.42","23,297.12","-","-1.48%"
"May 05, 2021","23,707.87","23,452.36","23,796.37","23,452.36","-","1.09%"
"May 04, 2021","23,452.36","23,158.13","23,452.36","23,158.13","-","1.27%"
"May 03, 2021","23,158.13","22,623.22","23,163.34","22,623.22","-","2.36%"
"Apr 30, 2021","22,623.22","22,946.04","23,055.79","22,618.96","-","-1.41%"
"Apr 29, 2021","22,946.04","23,156.14","23,525.55","22,897.12","-","-0.91%"
"Apr 28, 2021","23,156.14","23,961.93","24,078.88","23,118.56","-","-3.36%"
"Apr 27, 2021","23,961.93","24,556.54","24,603.91","23,954.65","-","-2.42%"
"Apr 26, 2021","24,556.54","24,425.34","24,726.67","24,425.34","-","0.54%"
"Apr 23, 2021","24,425.34","24,474.45","24,679.82","24,304.12","-","-0.20%"
"Apr 22, 2021","24,474.45","24,917.80","24,932.91","24,327.65","-","-1.78%"
"Apr 21, 2021","24,917.80","25,106.94","25,126.99","24,903.82","-","-0.75%"
"Apr 20, 2021","25,106.94","25,095.75","25,106.94","24,843.05","-","0.04%"
"Apr 19, 2021","25,095.75","25,153.90","25,240.12","25,044.38","-","-0.23%"
"Apr 16, 2021","25,153.90","24,917.44","25,198.43","24,917.44","-","0.95%"
"Apr 15, 2021","24,917.44","24,830.84","24,926.24","24,692.05","-","0.35%"
"Apr 14, 2021","24,830.84","24,726.67","24,830.84","24,655.51","-","0.42%"
"Apr 13, 2021","24,726.67","24,946.70","24,959.96","24,680.36","-","-0.88%"
"Apr 12, 2021","24,946.70","25,000.06","25,005.09","24,831.95","-","-0.21%"
"Apr 09, 2021","25,000.06","24,764.35","25,000.06","24,744.39","-","0.95%"
"Apr 08, 2021","24,764.35","24,539.96","24,769.67","24,531.39","-","0.91%"
"Apr 07, 2021","24,539.96","24,549.11","24,550.45","24,416.47","-","-0.04%"
"Apr 06, 2021","24,549.11","24,592.89","24,606.24","24,528.21","-","-0.18%"
"Apr 05, 2021","24,592.89","24,645.73","24,696.30","24,540.64","-","-0.21%"
"Apr 01, 2021","24,645.73","24,691.95","24,797.23","24,460.78","-","-0.17%"
"Mar 31, 2021","24,687.27","24,801.89","24,943.11","24,676.99","-","-0.46%"
"Mar 30, 2021","24,801.89","24,764.56","24,849.31","24,568.54","-","0.15%"
"Mar 29, 2021","24,764.56","24,450.98","24,909.97","24,450.98","-","1.28%"
"Mar 26, 2021","24,450.98","24,013.09","24,471.95","24,013.09","-","1.82%"
"Mar 25, 2021","24,013.09","24,367.62","24,384.63","23,867.39","-","-1.45%"
"Mar 24, 2021","24,367.62","24,199.01","24,468.40","24,136.99","-","0.70%"
"Mar 23, 2021","24,199.01","24,338.69","24,338.69","24,179.07","-","-0.57%"
"Mar 22, 2021","24,338.69","24,475.46","24,530.05","24,230.71","-","-0.56%"
"Mar 19, 2021","24,475.46","24,572.01","24,572.01","24,306.94","-","-0.39%"
"Mar 18, 2021","24,572.01","24,706.74","24,753.75","24,514.59","-","-0.55%"
"Mar 17, 2021","24,706.74","24,682.80","24,744.84","24,539.79","-","0.10%"
"Mar 16, 2021","24,682.80","24,723.50","24,786.01","24,576.09","-","-0.16%"
"Mar 15, 2021","24,723.50","24,623.13","24,793.14","24,623.13","-","0.41%"
"Mar 12, 2021","24,623.13","24,580.33","24,624.02","24,356.86","-","0.17%"
"Mar 11, 2021","24,580.33","24,608.11","24,804.38","24,456.84","-","-0.11%"
"Mar 10, 2021","24,608.11","24,360.19","24,612.89","24,290.50","-","1.02%"
"Mar 09, 2021","24,360.19","23,785.71","24,391.42","23,772.71","-","2.42%"
"Mar 08, 2021","23,785.71","23,784.48","23,806.29","23,635.19","-","0.01%"
"Mar 05, 2021","23,784.48","23,738.01","23,955.76","23,534.08","-","0.20%"
"Mar 04, 2021","23,738.01","24,107.92","24,127.21","23,738.01","-","-1.53%"
"Mar 03, 2021","24,107.92","23,806.74","24,161.53","23,771.16","-","1.27%"
"Mar 02, 2021","23,806.74","23,403.58","23,931.35","23,388.46","-","1.72%"
"Mar 01, 2021","23,403.58","23,099.23","23,408.71","23,099.23","-","1.32%"
"Feb 26, 2021","23,099.23","23,110.73","23,198.49","22,997.27","-","-0.05%"
"Feb 25, 2021","23,110.73","23,101.81","23,249.35","23,079.68","-","0.04%"
"Feb 24, 2021","23,101.81","22,709.56","23,188.93","22,709.56","-","1.73%"
"Feb 23, 2021","22,709.56","23,080.93","23,080.93","22,691.59","-","-1.61%"
"Feb 22, 2021","23,080.93","23,323.98","23,323.98","23,011.80","-","-1.04%"
"Feb 19, 2021","23,323.98","22,853.24","23,332.30","22,850.26","-","2.06%"
"Feb 18, 2021","22,853.24","23,028.30","23,030.23","22,756.44","-","-0.76%"
"Feb 17, 2021","23,028.30","23,461.04","23,477.90","23,005.72","-","-1.84%"
"Feb 16, 2021","23,461.04","23,315.37","23,578.77","23,315.37","-","0.62%"
"Feb 15, 2021","23,315.37","23,201.71","23,340.48","23,124.29","-","0.49%"
"Feb 12, 2021","23,201.71","22,951.91","23,201.71","22,881.70","-","1.09%"
"Feb 11, 2021","22,951.91","22,835.15","22,996.06","22,758.72","-","0.51%"
"Feb 10, 2021","22,835.15","22,905.83","22,969.67","22,674.34","-","-0.31%"
"Feb 09, 2021","22,905.83","22,643.01","22,909.80","22,626.68","-","1.16%"
"Feb 08, 2021","22,643.01","22,478.25","22,672.99","22,478.25","-","0.73%"
"Feb 05, 2021","22,478.25","22,305.07","22,515.44","22,302.89","-","0.78%"
"Feb 04, 2021","22,305.07","22,245.16","22,319.15","22,126.07","-","0.27%"
"Feb 03, 2021","22,245.16","22,313.52","22,413.47","22,236.34","-","-0.31%"
"Feb 02, 2021","22,313.52","22,113.41","22,470.08","22,113.41","-","0.90%"
"Feb 01, 2021","22,113.41","21,681.02","22,122.09","21,681.02","-","1.99%"
"Jan 29, 2021","21,681.02","22,247.12","22,287.64","21,677.60","-","-2.54%"
"Jan 28, 2021","22,247.12","22,306.76","22,332.04","22,030.68","-","-0.27%"
"Jan 27, 2021","22,306.76","22,674.52","22,674.52","22,211.27","-","-1.62%"
"Jan 26, 2021","22,674.52","22,645.02","22,838.60","22,502.73","-","0.13%"
"Jan 25, 2021","22,645.02","22,622.86","22,896.13","22,582.76","-","0.10%"
"Jan 22, 2021","22,622.86","23,080.62","23,080.62","22,622.86","-","-1.98%"
"Jan 21, 2021","23,080.62","23,329.50","23,482.42","23,080.62","-","-1.07%"
"Jan 20, 2021","23,329.50","23,438.85","23,584.11","23,294.24","-","-0.47%"
"Jan 19, 2021","23,438.85","23,207.90","23,544.99","23,207.90","-","1.00%"
"Jan 18, 2021","23,207.90","22,972.11","23,207.90","22,795.19","-","1.03%"
"Jan 15, 2021","22,972.11","23,260.44","23,261.34","22,966.95","-","-1.24%"
"Jan 14, 2021","23,260.44","23,314.21","23,387.44","23,115.94","-","-0.23%"
"Jan 13, 2021","23,314.21","23,019.25","23,314.21","23,019.25","-","1.28%"
"Jan 12, 2021","23,019.25","22,767.35","23,050.17","22,739.38","-","1.11%"
"Jan 11, 2021","22,767.35","22,813.87","22,813.87","22,545.03","-","-0.20%"
"Jan 08, 2021","22,813.87","22,652.15","22,855.82","22,511.07","-","0.71%"
"Jan 07, 2021","22,652.15","22,118.06","22,667.17","22,118.06","-","2.41%"
"Jan 06, 2021","22,118.06","21,877.67","22,210.59","21,877.67","-","1.10%"
"Jan 05, 2021","21,877.67","21,360.31","21,885.80","21,302.99","-","2.42%"
"Jan 04, 2021","21,360.31","21,007.46","21,450.30","21,007.46","-","1.68%"
"Dec 30, 2020","21,007.46","21,067.56","21,183.47","21,007.46","-","-0.29%"
"Dec 29, 2020","21,067.56","20,965.14","21,121.37","20,965.14","-","0.49%"
"Dec 28, 2020","20,965.14","20,737.71","21,007.68","20,737.71","-","1.10%"
"Dec 24, 2020","20,737.71","20,834.69","20,839.18","20,618.38","-","-0.47%"
"Dec 23, 2020","20,834.69","20,963.78","21,082.43","20,781.47","-","-0.62%"
"Dec 22, 2020","20,963.78","20,834.06","21,183.75","20,834.06","-","0.62%"
"Dec 21, 2020","20,834.06","21,059.56","21,059.56","20,640.53","-","-1.07%"
"Dec 18, 2020","21,059.56","20,994.56","21,244.12","20,994.56","-","0.31%"
"Dec 17, 2020","20,994.56","20,590.06","20,999.44","20,588.45","-","1.96%"
"Dec 16, 2020","20,590.06","20,359.09","20,615.16","20,359.09","-","1.13%"
"Dec 15, 2020","20,359.09","20,334.41","20,471.17","20,280.53","-","0.12%"
"Dec 14, 2020","20,334.41","20,473.05","20,661.52","20,318.94","-","-0.68%"
"Dec 11, 2020","20,473.05","20,564.12","20,637.14","20,338.58","-","-0.44%"
"Dec 10, 2020","20,564.12","20,752.19","20,899.63","20,564.09","-","-0.91%"
"Dec 09, 2020","20,752.19","20,656.26","20,935.29","20,639.09","-","0.46%"
"Dec 07, 2020","20,656.26","20,933.36","20,957.23","20,449.25","-","-1.32%"
"Dec 04, 2020","20,933.36","20,929.88","21,034.65","20,862.84","-","0.02%"
"Dec 03, 2020","20,929.88","20,769.53","20,932.04","20,710.79","-","0.77%"
"Dec 02, 2020","20,769.53","20,567.70","20,777.30","20,495.38","-","0.98%"
"Dec 01, 2020","20,567.70","20,229.06","20,585.71","20,229.06","-","1.67%"
"Nov 30, 2020","20,229.06","20,593.35","20,747.24","20,228.34","-","-1.77%"
"Nov 27, 2020","20,593.35","20,605.57","20,763.43","20,573.62","-","-0.06%"
"Nov 26, 2020","20,605.57","20,669.94","20,793.60","20,485.74","-","-0.31%"
"Nov 25, 2020","20,669.94","20,926.73","20,976.71","20,642.38","-","-1.23%"
"Nov 24, 2020","20,926.73","20,611.64","20,976.04","20,611.64","-","1.53%"
"Nov 23, 2020","20,611.64","20,263.83","20,611.64","20,263.83","-","1.72%"
"Nov 20, 2020","20,263.83","20,140.53","20,322.12","20,127.63","-","0.61%"
"Nov 19, 2020","20,140.53","20,494.35","20,502.93","20,092.74","-","-1.73%"
"Nov 18, 2020","20,494.35","20,233.88","20,496.48","20,233.88","-","1.29%"
"Nov 17, 2020","20,233.88","20,200.04","20,236.11","19,981.27","-","0.17%"
"Nov 16, 2020","20,200.04","19,994.46","20,410.87","19,994.46","-","1.03%"
"Nov 13, 2020","19,994.46","19,601.24","20,009.89","19,601.24","-","2.01%"
"Nov 12, 2020","19,601.24","19,909.15","19,919.87","19,601.24","-","-1.55%"
"Nov 11, 2020","19,909.15","19,909.51","20,052.51","19,785.57","-","-0.00%"
"Nov 10, 2020","19,909.51","19,693.98","19,915.90","19,519.97","-","1.09%"
"Nov 09, 2020","19,693.98","19,105.92","19,751.89","19,105.92","-","3.08%"
"Nov 06, 2020","19,105.92","18,621.97","19,120.87","18,553.29","-","2.60%"
"Nov 05, 2020","18,621.97","17,807.41","18,635.36","17,807.41","-","4.57%"
"Nov 04, 2020","17,807.41","17,832.48","17,977.93","17,683.54","-","-0.14%"
"Nov 03, 2020","17,832.48","18,052.85","18,188.12","17,766.26","-","-1.22%"
"Nov 02, 2020","18,052.85","17,918.79","18,209.78","17,918.79","-","0.75%"
"Oct 30, 2020","17,918.79","18,136.08","18,201.29","17,908.84","-","-1.20%"
"Oct 29, 2020","18,136.08","18,365.35","18,395.38","18,103.39","-","-1.25%"
"Oct 28, 2020","18,365.35","18,685.64","18,689.59","18,295.99","-","-1.71%"
"Oct 27, 2020","18,685.64","18,732.12","18,929.76","18,590.67","-","-0.25%"
"Oct 26, 2020","18,732.12","19,176.36","19,178.41","18,709.66","-","-2.32%"
"Oct 23, 2020","19,176.36","19,188.24","19,286.20","19,137.13","-","-0.06%"
"Oct 22, 2020","19,188.24","19,073.73","19,216.61","18,971.56","-","0.60%"
"Oct 21, 2020","19,073.73","18,581.74","19,073.73","18,569.79","-","2.65%"
"Oct 20, 2020","18,581.74","18,408.51","18,617.43","18,408.51","-","0.94%"
"Oct 19, 2020","18,408.51","18,457.24","18,610.43","18,408.51","-","-0.26%"
"Oct 16, 2020","18,457.24","18,551.97","18,606.31","18,408.40","-","-0.51%"
"Oct 15, 2020","18,551.97","18,561.71","18,670.74","18,359.21","-","-0.05%"
"Oct 14, 2020","18,561.71","18,520.38","18,566.11","18,443.35","-","0.22%"
"Oct 13, 2020","18,520.38","18,624.21","18,683.27","18,439.54","-","-0.56%"
"Oct 09, 2020","18,624.21","18,497.59","18,682.24","18,429.54","-","0.68%"
"Oct 08, 2020","18,497.59","18,235.02","18,497.59","18,235.02","-","1.44%"
"Oct 07, 2020","18,235.02","18,398.08","18,430.94","18,200.54","-","-0.89%"
"Oct 06, 2020","18,398.08","18,633.89","18,664.52","18,356.96","-","-1.27%"
"Oct 05, 2020","18,633.89","18,591.26","18,733.24","18,581.47","-","0.23%"
"Oct 02, 2020","18,591.26","18,460.35","18,629.88","18,265.39","-","0.71%"
"Oct 01, 2020","18,460.35","18,461.98","18,591.17","18,409.36","-","-0.01%"
"Sep 30, 2020","18,461.98","18,097.00","18,471.70","18,097.00","-","2.02%"
"Sep 29, 2020","18,097.00","18,278.50","18,278.54","18,017.63","-","-0.99%"
"Sep 28, 2020","18,278.50","18,242.01","18,433.49","18,242.01","-","0.20%"
"Sep 25, 2020","18,242.01","18,170.20","18,242.01","18,136.97","-","0.40%"
"Sep 24, 2020","18,170.20","17,950.07","18,262.55","17,950.07","-","1.23%"
"Sep 23, 2020","17,950.07","18,474.80","18,475.62","17,909.37","-","-2.84%"
"Sep 22, 2020","18,474.80","18,506.47","18,659.10","18,470.02","-","-0.17%"
"Sep 21, 2020","18,506.47","18,901.50","18,901.50","18,497.20","-","-2.09%"
"Sep 17, 2020","18,901.50","18,859.27","18,901.50","18,681.09","-","0.22%"
"Sep 16, 2020","18,859.27","18,878.56","18,885.88","18,767.97","-","-0.10%"
"Sep 15, 2020","18,878.56","18,828.32","18,942.05","18,828.32","-","0.27%"
"Sep 14, 2020","18,828.32","18,848.87","19,004.85","18,818.47","-","-0.11%"
"Sep 11, 2020","18,848.87","18,741.20","18,862.93","18,608.16","-","0.57%"
"Sep 10, 2020","18,741.20","19,122.63","19,171.32","18,674.31","-","-1.99%"
"Sep 09, 2020","19,122.63","19,375.75","19,425.63","19,118.21","-","-1.31%"
"Sep 08, 2020","19,375.75","19,505.04","19,505.04","19,320.54","-","-0.66%"
"Sep 07, 2020","19,505.04","19,314.43","19,511.23","19,314.43","-","0.99%"
"Sep 04, 2020","19,314.43","19,478.06","19,533.45","19,229.65","-","-0.84%"
"Sep 03, 2020","19,478.06","19,337.30","19,478.50","19,256.92","-","0.73%"
"Sep 02, 2020","19,337.30","19,085.56","19,396.86","19,085.56","-","1.32%"
"Sep 01, 2020","19,085.56","19,177.00","19,279.51","19,020.61","-","-0.48%"
"Aug 31, 2020","19,177.00","19,648.00","19,702.01","19,171.83","-","-2.40%"
"Aug 28, 2020","19,648.00","19,708.95","19,857.27","19,623.45","-","-0.31%"
"Aug 27, 2020","19,708.95","19,588.36","19,708.95","19,536.35","-","0.62%"
